time	Eall.5	Eall1.0	Eall2.0	Eall4.0	Eall6.0	Eall8.0
422.5	0.00211	0.00419	0.00832	0.0163	0.0241	0.0315
423	0.00211	0.0042	0.00833	0.0164	0.0241	0.0315
423.5	0.00211	0.0042	0.00834	0.0164	0.0241	0.0316
424	0.00211	0.00421	0.00835	0.0164	0.0242	0.0316
424.5	0.00212	0.00421	0.00836	0.0164	0.0242	0.0317
425	0.00212	0.00422	0.00837	0.0164	0.0242	0.0317
425.5	0.00212	0.00422	0.00838	0.0165	0.0242	0.0317
426	0.00212	0.00423	0.00839	0.0165	0.0243	0.0318
426.5	0.00213	0.00423	0.0084	0.0165	0.0243	0.0318
427	0.00213	0.00424	0.00841	0.0165	0.0243	0.0318
427.5	0.00213	0.00424	0.00842	0.0165	0.0244	0.0319
428	0.00213	0.00425	0.00842	0.0166	0.0244	0.0319
428.5	0.00214	0.00425	0.00843	0.0166	0.0244	0.0319
429	0.00214	0.00426	0.00844	0.0166	0.0244	0.032
429.5	0.00214	0.00426	0.00845	0.0166	0.0245	0.032
430	0.00214	0.00427	0.00846	0.0166	0.0245	0.032
430.5	0.00215	0.00427	0.00847	0.0166	0.0245	0.0321
431	0.00215	0.00428	0.00848	0.0167	0.0245	0.0321
431.5	0.00215	0.00428	0.00849	0.0167	0.0246	0.0321
432	0.00215	0.00429	0.0085	0.0167	0.0246	0.0322
432.5	0.00216	0.00429	0.00851	0.0167	0.0246	0.0322
433	0.00216	0.0043	0.00852	0.0167	0.0247	0.0322
433.5	0.00216	0.0043	0.00853	0.0168	0.0247	0.0323
434	0.00216	0.00431	0.00854	0.0168	0.0247	0.0323
434.5	0.00217	0.00431	0.00855	0.0168	0.0247	0.0323
435	0.00217	0.00432	0.00856	0.0168	0.0248	0.0324
435.5	0.00217	0.00432	0.00857	0.0168	0.0248	0.0324
436	0.00217	0.00433	0.00858	0.0169	0.0248	0.0325
436.5	0.00218	0.00433	0.00859	0.0169	0.0248	0.0325
437	0.00218	0.00434	0.0086	0.0169	0.0249	0.0325
437.5	0.00218	0.00434	0.00861	0.0169	0.0249	0.0326
438	0.00218	0.00435	0.00862	0.0169	0.0249	0.0326
438.5	0.00219	0.00435	0.00863	0.0169	0.0249	0.0326
439	0.00219	0.00436	0.00864	0.017	0.025	0.0327
439.5	0.00219	0.00436	0.00865	0.017	0.025	0.0327
440	0.00219	0.00437	0.00866	0.017	0.025	0.0327
440.5	0.0022	0.00437	0.00867	0.017	0.0251	0.0328
441	0.0022	0.00438	0.00868	0.017	0.0251	0.0328
441.5	0.0022	0.00438	0.00869	0.0171	0.0251	0.0328
442	0.0022	0.00439	0.0087	0.0171	0.0251	0.0329
442.5	0.00221	0.00439	0.00871	0.0171	0.0252	0.0329
443	0.00221	0.0044	0.00872	0.0171	0.0252	0.0329
443.5	0.00221	0.0044	0.00873	0.0171	0.0252	0.033
444	0.00221	0.00441	0.00874	0.0172	0.0252	0.033
444.5	0.00222	0.00441	0.00874	0.0172	0.0253	0.033
445	0.00222	0.00442	0.00875	0.0172	0.0253	0.0331
445.5	0.00222	0.00442	0.00876	0.0172	0.0253	0.0331
446	0.00222	0.00443	0.00877	0.0172	0.0254	0.0331
446.5	0.00223	0.00443	0.00878	0.0172	0.0254	0.0332
447	0.00223	0.00444	0.00879	0.0173	0.0254	0.0332
447.5	0.00223	0.00444	0.0088	0.0173	0.0254	0.0333
448	0.00223	0.00445	0.00881	0.0173	0.0255	0.0333
448.5	0.00224	0.00445	0.00882	0.0173	0.0255	0.0333
449	0.00224	0.00446	0.00883	0.0173	0.0255	0.0334
449.5	0.00224	0.00446	0.00884	0.0174	0.0255	0.0334
450	0.00224	0.00447	0.00885	0.0174	0.0256	0.0334
450.5	0.00225	0.00447	0.00886	0.0174	0.0256	0.0335
451	0.00225	0.00448	0.00887	0.0174	0.0256	0.0335
451.5	0.00225	0.00448	0.00888	0.0174	0.0257	0.0335
452	0.00225	0.00449	0.00889	0.0175	0.0257	0.0336
452.5	0.00226	0.00449	0.0089	0.0175	0.0257	0.0336
453	0.00226	0.0045	0.00891	0.0175	0.0257	0.0336
453.5	0.00226	0.0045	0.00892	0.0175	0.0258	0.0337
454	0.00226	0.00451	0.00893	0.0175	0.0258	0.0337
454.5	0.00227	0.00451	0.00894	0.0175	0.0258	0.0337
455	0.00227	0.00452	0.00895	0.0176	0.0258	0.0338
455.5	0.00227	0.00452	0.00896	0.0176	0.0259	0.0338
456	0.00227	0.00452	0.00897	0.0176	0.0259	0.0338
456.5	0.00228	0.00453	0.00898	0.0176	0.0259	0.0339
457	0.00228	0.00453	0.00899	0.0176	0.026	0.0339
457.5	0.00228	0.00454	0.009	0.0177	0.026	0.0339
458	0.00228	0.00454	0.00901	0.0177	0.026	0.034
458.5	0.00229	0.00455	0.00902	0.0177	0.026	0.034
459	0.00229	0.00455	0.00903	0.0177	0.0261	0.034
459.5	0.00229	0.00456	0.00904	0.0177	0.0261	0.0341
460	0.00229	0.00456	0.00905	0.0178	0.0261	0.0341
460.5	0.0023	0.00457	0.00905	0.0178	0.0261	0.0342
461	0.0023	0.00457	0.00906	0.0178	0.0262	0.0342
461.5	0.0023	0.00458	0.00907	0.0178	0.0262	0.0342
462	0.0023	0.00458	0.00908	0.0178	0.0262	0.0343
462.5	0.0023	0.00459	0.00909	0.0178	0.0262	0.0343
463	0.00231	0.00459	0.0091	0.0179	0.0263	0.0343
463.5	0.00231	0.0046	0.00911	0.0179	0.0263	0.0344
464	0.00231	0.0046	0.00912	0.0179	0.0263	0.0344
464.5	0.00231	0.00461	0.00913	0.0179	0.0264	0.0344
465	0.00232	0.00461	0.00914	0.0179	0.0264	0.0345
465.5	0.00232	0.00462	0.00915	0.018	0.0264	0.0345
466	0.00232	0.00462	0.00916	0.018	0.0264	0.0345
466.5	0.00232	0.00463	0.00917	0.018	0.0265	0.0346
467	0.00233	0.00463	0.00918	0.018	0.0265	0.0346
467.5	0.00233	0.00464	0.00919	0.018	0.0265	0.0346
468	0.00233	0.00464	0.0092	0.0181	0.0265	0.0347
468.5	0.00233	0.00465	0.00921	0.0181	0.0266	0.0347
469	0.00234	0.00465	0.00922	0.0181	0.0266	0.0347
469.5	0.00234	0.00466	0.00923	0.0181	0.0266	0.0348
470	0.00234	0.00466	0.00924	0.0181	0.0267	0.0348
470.5	0.00234	0.00467	0.00925	0.0181	0.0267	0.0348
471	0.00235	0.00467	0.00926	0.0182	0.0267	0.0349
471.5	0.00235	0.00468	0.00927	0.0182	0.0267	0.0349
472	0.00235	0.00468	0.00928	0.0182	0.0268	0.0349
472.5	0.00235	0.00469	0.00929	0.0182	0.0268	0.035
473	0.00236	0.00469	0.0093	0.0182	0.0268	0.035
473.5	0.00236	0.0047	0.00931	0.0183	0.0268	0.035
474	0.00236	0.0047	0.00932	0.0183	0.0269	0.0351
474.5	0.00236	0.00471	0.00933	0.0183	0.0269	0.0351
475	0.00237	0.00471	0.00934	0.0183	0.0269	0.0352
475.5	0.00237	0.00472	0.00935	0.0183	0.0269	0.0352
476	0.00237	0.00472	0.00935	0.0183	0.027	0.0352
476.5	0.00237	0.00473	0.00936	0.0184	0.027	0.0353
477	0.00238	0.00473	0.00937	0.0184	0.027	0.0353
477.5	0.00238	0.00474	0.00938	0.0184	0.0271	0.0353
478	0.00238	0.00474	0.00939	0.0184	0.0271	0.0354
478.5	0.00238	0.00475	0.0094	0.0184	0.0271	0.0354
479	0.00239	0.00475	0.00941	0.0185	0.0271	0.0354
479.5	0.00239	0.00476	0.00942	0.0185	0.0272	0.0355
480	0.00239	0.00476	0.00943	0.0185	0.0272	0.0355
480.5	0.00239	0.00477	0.00944	0.0185	0.0272	0.0355
481	0.0024	0.00477	0.00945	0.0185	0.0272	0.0356
481.5	0.0024	0.00478	0.00946	0.0186	0.0273	0.0356
482	0.0024	0.00478	0.00947	0.0186	0.0273	0.0356
482.5	0.0024	0.00479	0.00948	0.0186	0.0273	0.0357
483	0.00241	0.00479	0.00949	0.0186	0.0274	0.0357
483.5	0.00241	0.0048	0.0095	0.0186	0.0274	0.0357
484	0.00241	0.0048	0.00951	0.0186	0.0274	0.0358
484.5	0.00241	0.00481	0.00952	0.0187	0.0274	0.0358
485	0.00242	0.00481	0.00953	0.0187	0.0275	0.0358
485.5	0.00242	0.00482	0.00954	0.0187	0.0275	0.0359
486	0.00242	0.00482	0.00955	0.0187	0.0275	0.0359
486.5	0.00242	0.00483	0.00956	0.0187	0.0275	0.0359
487	0.00243	0.00483	0.00957	0.0188	0.0276	0.036
487.5	0.00243	0.00484	0.00958	0.0188	0.0276	0.036
488	0.00243	0.00484	0.00959	0.0188	0.0276	0.036
488.5	0.00243	0.00484	0.0096	0.0188	0.0276	0.0361
489	0.00244	0.00485	0.00961	0.0188	0.0277	0.0361
489.5	0.00244	0.00485	0.00962	0.0189	0.0277	0.0361
490	0.00244	0.00486	0.00963	0.0189	0.0277	0.0362
490.5	0.00244	0.00486	0.00964	0.0189	0.0278	0.0362
491	0.00245	0.00487	0.00964	0.0189	0.0278	0.0363
491.5	0.00245	0.00487	0.00965	0.0189	0.0278	0.0363
492	0.00245	0.00488	0.00966	0.0189	0.0278	0.0363
492.5	0.00245	0.00488	0.00967	0.019	0.0279	0.0364
493	0.00246	0.00489	0.00968	0.019	0.0279	0.0364
493.5	0.00246	0.00489	0.00969	0.019	0.0279	0.0364
494	0.00246	0.0049	0.0097	0.019	0.0279	0.0365
494.5	0.00246	0.0049	0.00971	0.019	0.028	0.0365
495	0.00247	0.00491	0.00972	0.0191	0.028	0.0365
495.5	0.00247	0.00491	0.00973	0.0191	0.028	0.0366
496	0.00247	0.00492	0.00974	0.0191	0.028	0.0366
496.5	0.00247	0.00492	0.00975	0.0191	0.0281	0.0366
497	0.00248	0.00493	0.00976	0.0191	0.0281	0.0367
497.5	0.00248	0.00493	0.00977	0.0192	0.0281	0.0367
498	0.00248	0.00494	0.00978	0.0192	0.0282	0.0367
498.5	0.00248	0.00494	0.00979	0.0192	0.0282	0.0368
499	0.00249	0.00495	0.0098	0.0192	0.0282	0.0368
499.5	0.00249	0.00495	0.00981	0.0192	0.0282	0.0368
500	0.00249	0.00496	0.00982	0.0192	0.0283	0.0369
500.5	0.00249	0.00496	0.00983	0.0193	0.0283	0.0369
501	0.0025	0.00497	0.00984	0.0193	0.0283	0.0369
501.5	0.0025	0.00497	0.00985	0.0193	0.0283	0.037
502	0.0025	0.00498	0.00986	0.0193	0.0284	0.037
502.5	0.0025	0.00498	0.00987	0.0193	0.0284	0.037
503	0.00251	0.00499	0.00988	0.0194	0.0284	0.0371
503.5	0.00251	0.00499	0.00989	0.0194	0.0284	0.0371
504	0.00251	0.005	0.0099	0.0194	0.0285	0.0371
504.5	0.00251	0.005	0.00991	0.0194	0.0285	0.0372
505	0.00252	0.00501	0.00992	0.0194	0.0285	0.0372
505.5	0.00252	0.00501	0.00993	0.0194	0.0286	0.0372
506	0.00252	0.00502	0.00993	0.0195	0.0286	0.0373
506.5	0.00252	0.00502	0.00994	0.0195	0.0286	0.0373
507	0.00253	0.00503	0.00995	0.0195	0.0286	0.0373
507.5	0.00253	0.00503	0.00996	0.0195	0.0287	0.0374
508	0.00253	0.00504	0.00997	0.0195	0.0287	0.0374
508.5	0.00253	0.00504	0.00998	0.0196	0.0287	0.0374
509	0.00254	0.00505	0.00999	0.0196	0.0287	0.0375
509.5	0.00254	0.00505	0.01	0.0196	0.0288	0.0375
510	0.00254	0.00506	0.01	0.0196	0.0288	0.0375
510.5	0.00254	0.00506	0.01	0.0196	0.0288	0.0376
511	0.00255	0.00507	0.01	0.0197	0.0288	0.0376
511.5	0.00255	0.00507	0.01	0.0197	0.0289	0.0376
512	0.00255	0.00508	0.0101	0.0197	0.0289	0.0377
512.5	0.00255	0.00508	0.0101	0.0197	0.0289	0.0377
513	0.00256	0.00509	0.0101	0.0197	0.029	0.0378
513.5	0.00256	0.00509	0.0101	0.0197	0.029	0.0378
514	0.00256	0.0051	0.0101	0.0198	0.029	0.0378
514.5	0.00256	0.0051	0.0101	0.0198	0.029	0.0379
515	0.00257	0.00511	0.0101	0.0198	0.0291	0.0379
515.5	0.00257	0.00511	0.0101	0.0198	0.0291	0.0379
516	0.00257	0.00512	0.0101	0.0198	0.0291	0.038
516.5	0.00257	0.00512	0.0101	0.0199	0.0291	0.038
517	0.00258	0.00513	0.0101	0.0199	0.0292	0.038
517.5	0.00258	0.00513	0.0102	0.0199	0.0292	0.0381
518	0.00258	0.00514	0.0102	0.0199	0.0292	0.0381
518.5	0.00258	0.00514	0.0102	0.0199	0.0292	0.0381
519	0.00259	0.00514	0.0102	0.0199	0.0293	0.0382
519.5	0.00259	0.00515	0.0102	0.02	0.0293	0.0382
520	0.00259	0.00515	0.0102	0.02	0.0293	0.0382
520.5	0.00259	0.00516	0.0102	0.02	0.0294	0.0383
521	0.0026	0.00516	0.0102	0.02	0.0294	0.0383
521.5	0.0026	0.00517	0.0102	0.02	0.0294	0.0383
522	0.0026	0.00517	0.0102	0.0201	0.0294	0.0384
522.5	0.0026	0.00518	0.0103	0.0201	0.0295	0.0384
523	0.00261	0.00518	0.0103	0.0201	0.0295	0.0384
523.5	0.00261	0.00519	0.0103	0.0201	0.0295	0.0385
524	0.00261	0.00519	0.0103	0.0201	0.0295	0.0385
524.5	0.00261	0.0052	0.0103	0.0202	0.0296	0.0385
525	0.00262	0.0052	0.0103	0.0202	0.0296	0.0386
525.5	0.00262	0.00521	0.0103	0.0202	0.0296	0.0386
526	0.00262	0.00521	0.0103	0.0202	0.0296	0.0386
526.5	0.00262	0.00522	0.0103	0.0202	0.0297	0.0387
527	0.00263	0.00522	0.0103	0.0202	0.0297	0.0387
527.5	0.00263	0.00523	0.0103	0.0203	0.0297	0.0387
528	0.00263	0.00523	0.0104	0.0203	0.0298	0.0388
528.5	0.00263	0.00524	0.0104	0.0203	0.0298	0.0388
529	0.00263	0.00524	0.0104	0.0203	0.0298	0.0388
529.5	0.00264	0.00525	0.0104	0.0203	0.0298	0.0389
530	0.00264	0.00525	0.0104	0.0204	0.0299	0.0389
530.5	0.00264	0.00526	0.0104	0.0204	0.0299	0.0389
531	0.00264	0.00526	0.0104	0.0204	0.0299	0.039
531.5	0.00265	0.00527	0.0104	0.0204	0.0299	0.039
532	0.00265	0.00527	0.0104	0.0204	0.03	0.039
532.5	0.00265	0.00528	0.0104	0.0204	0.03	0.0391
533	0.00265	0.00528	0.0105	0.0205	0.03	0.0391
533.5	0.00266	0.00529	0.0105	0.0205	0.03	0.0391
534	0.00266	0.00529	0.0105	0.0205	0.0301	0.0392
534.5	0.00266	0.0053	0.0105	0.0205	0.0301	0.0392
535	0.00266	0.0053	0.0105	0.0205	0.0301	0.0392
535.5	0.00267	0.00531	0.0105	0.0206	0.0302	0.0393
536	0.00267	0.00531	0.0105	0.0206	0.0302	0.0393
536.5	0.00267	0.00532	0.0105	0.0206	0.0302	0.0393
537	0.00267	0.00532	0.0105	0.0206	0.0302	0.0394
537.5	0.00268	0.00533	0.0105	0.0206	0.0303	0.0394
538	0.00268	0.00533	0.0106	0.0207	0.0303	0.0394
538.5	0.00268	0.00534	0.0106	0.0207	0.0303	0.0395
539	0.00268	0.00534	0.0106	0.0207	0.0303	0.0395
539.5	0.00269	0.00535	0.0106	0.0207	0.0304	0.0395
540	0.00269	0.00535	0.0106	0.0207	0.0304	0.0396
540.5	0.00269	0.00536	0.0106	0.0207	0.0304	0.0396
541	0.00269	0.00536	0.0106	0.0208	0.0304	0.0396
541.5	0.0027	0.00537	0.0106	0.0208	0.0305	0.0397
542	0.0027	0.00537	0.0106	0.0208	0.0305	0.0397
542.5	0.0027	0.00538	0.0106	0.0208	0.0305	0.0397
543	0.0027	0.00538	0.0106	0.0208	0.0305	0.0398
543.5	0.00271	0.00539	0.0107	0.0209	0.0306	0.0398
544	0.00271	0.00539	0.0107	0.0209	0.0306	0.0398
544.5	0.00271	0.0054	0.0107	0.0209	0.0306	0.0399
545	0.00271	0.0054	0.0107	0.0209	0.0307	0.0399
545.5	0.00272	0.00541	0.0107	0.0209	0.0307	0.0399
546	0.00272	0.00541	0.0107	0.0209	0.0307	0.04
546.5	0.00272	0.00542	0.0107	0.021	0.0307	0.04
547	0.00272	0.00542	0.0107	0.021	0.0308	0.04
547.5	0.00273	0.00542	0.0107	0.021	0.0308	0.0401
548	0.00273	0.00543	0.0107	0.021	0.0308	0.0401
548.5	0.00273	0.00543	0.0108	0.021	0.0308	0.0401
549	0.00273	0.00544	0.0108	0.0211	0.0309	0.0402
549.5	0.00274	0.00544	0.0108	0.0211	0.0309	0.0402
550	0.00274	0.00545	0.0108	0.0211	0.0309	0.0402
550.5	0.00274	0.00545	0.0108	0.0211	0.0309	0.0403
551	0.00274	0.00546	0.0108	0.0211	0.031	0.0403
551.5	0.00275	0.00546	0.0108	0.0211	0.031	0.0403
552	0.00275	0.00547	0.0108	0.0212	0.031	0.0404
552.5	0.00275	0.00547	0.0108	0.0212	0.0311	0.0404
553	0.00275	0.00548	0.0108	0.0212	0.0311	0.0404
553.5	0.00276	0.00548	0.0109	0.0212	0.0311	0.0405
554	0.00276	0.00549	0.0109	0.0212	0.0311	0.0405
554.5	0.00276	0.00549	0.0109	0.0213	0.0312	0.0405
555	0.00276	0.0055	0.0109	0.0213	0.0312	0.0406
555.5	0.00277	0.0055	0.0109	0.0213	0.0312	0.0406
556	0.00277	0.00551	0.0109	0.0213	0.0312	0.0406
556.5	0.00277	0.00551	0.0109	0.0213	0.0313	0.0407
557	0.00277	0.00552	0.0109	0.0214	0.0313	0.0407
557.5	0.00278	0.00552	0.0109	0.0214	0.0313	0.0407
558	0.00278	0.00553	0.0109	0.0214	0.0313	0.0408
558.5	0.00278	0.00553	0.0109	0.0214	0.0314	0.0408
559	0.00278	0.00554	0.011	0.0214	0.0314	0.0408
559.5	0.00279	0.00554	0.011	0.0214	0.0314	0.0409
560	0.00279	0.00555	0.011	0.0215	0.0314	0.0409
560.5	0.00279	0.00555	0.011	0.0215	0.0315	0.0409
561	0.00279	0.00556	0.011	0.0215	0.0315	0.041
561.5	0.0028	0.00556	0.011	0.0215	0.0315	0.041
562	0.0028	0.00557	0.011	0.0215	0.0316	0.041
562.5	0.0028	0.00557	0.011	0.0216	0.0316	0.0411
563	0.0028	0.00558	0.011	0.0216	0.0316	0.0411
563.5	0.00281	0.00558	0.011	0.0216	0.0316	0.0412
564	0.00281	0.00559	0.0111	0.0216	0.0317	0.0412
564.5	0.00281	0.00559	0.0111	0.0216	0.0317	0.0412
565	0.00281	0.0056	0.0111	0.0216	0.0317	0.0413
565.5	0.00282	0.0056	0.0111	0.0217	0.0317	0.0413
566	0.00282	0.00561	0.0111	0.0217	0.0318	0.0413
566.5	0.00282	0.00561	0.0111	0.0217	0.0318	0.0414
567	0.00282	0.00562	0.0111	0.0217	0.0318	0.0414
567.5	0.00283	0.00562	0.0111	0.0217	0.0318	0.0414
568	0.00283	0.00563	0.0111	0.0218	0.0319	0.0415
568.5	0.00283	0.00563	0.0111	0.0218	0.0319	0.0415
569	0.00283	0.00564	0.0111	0.0218	0.0319	0.0415
569.5	0.00284	0.00564	0.0112	0.0218	0.0319	0.0416
570	0.00284	0.00565	0.0112	0.0218	0.032	0.0416
570.5	0.00284	0.00565	0.0112	0.0218	0.032	0.0416
571	0.00284	0.00566	0.0112	0.0219	0.032	0.0417
571.5	0.00285	0.00566	0.0112	0.0219	0.0321	0.0417
572	0.00285	0.00567	0.0112	0.0219	0.0321	0.0417
572.5	0.00285	0.00567	0.0112	0.0219	0.0321	0.0417
573	0.00285	0.00568	0.0112	0.0219	0.0321	0.0418
573.5	0.00286	0.00568	0.0112	0.022	0.0322	0.0418
574	0.00286	0.00569	0.0112	0.022	0.0322	0.0418
574.5	0.00286	0.00569	0.0113	0.022	0.0322	0.0419
575	0.00286	0.00569	0.0113	0.022	0.0322	0.0419
575.5	0.00287	0.0057	0.0113	0.022	0.0323	0.0419
576	0.00287	0.0057	0.0113	0.0221	0.0323	0.042
576.5	0.00287	0.00571	0.0113	0.0221	0.0323	0.042
577	0.00287	0.00571	0.0113	0.0221	0.0323	0.042
577.5	0.00288	0.00572	0.0113	0.0221	0.0324	0.0421
578	0.00288	0.00572	0.0113	0.0221	0.0324	0.0421
578.5	0.00288	0.00573	0.0113	0.0221	0.0324	0.0421
579	0.00288	0.00573	0.0113	0.0222	0.0324	0.0422
579.5	0.00289	0.00574	0.0114	0.0222	0.0325	0.0422
580	0.00289	0.00574	0.0114	0.0222	0.0325	0.0422
580.5	0.00289	0.00575	0.0114	0.0222	0.0325	0.0423
581	0.00289	0.00575	0.0114	0.0222	0.0326	0.0423
581.5	0.0029	0.00576	0.0114	0.0223	0.0326	0.0423
582	0.0029	0.00576	0.0114	0.0223	0.0326	0.0424
582.5	0.0029	0.00577	0.0114	0.0223	0.0326	0.0424
583	0.0029	0.00577	0.0114	0.0223	0.0327	0.0424
583.5	0.00291	0.00578	0.0114	0.0223	0.0327	0.0425
584	0.00291	0.00578	0.0114	0.0223	0.0327	0.0425
584.5	0.00291	0.00579	0.0114	0.0224	0.0327	0.0425
585	0.00291	0.00579	0.0115	0.0224	0.0328	0.0426
585.5	0.00292	0.0058	0.0115	0.0224	0.0328	0.0426
586	0.00292	0.0058	0.0115	0.0224	0.0328	0.0426
586.5	0.00292	0.00581	0.0115	0.0224	0.0328	0.0427
587	0.00292	0.00581	0.0115	0.0225	0.0329	0.0427
587.5	0.00293	0.00582	0.0115	0.0225	0.0329	0.0427
588	0.00293	0.00582	0.0115	0.0225	0.0329	0.0428
588.5	0.00293	0.00583	0.0115	0.0225	0.0329	0.0428
589	0.00293	0.00583	0.0115	0.0225	0.033	0.0428
589.5	0.00293	0.00584	0.0115	0.0225	0.033	0.0429
590	0.00294	0.00584	0.0116	0.0226	0.033	0.0429
590.5	0.00294	0.00585	0.0116	0.0226	0.033	0.0429
591	0.00294	0.00585	0.0116	0.0226	0.0331	0.043
591.5	0.00294	0.00586	0.0116	0.0226	0.0331	0.043
592	0.00295	0.00586	0.0116	0.0226	0.0331	0.043
592.5	0.00295	0.00587	0.0116	0.0227	0.0332	0.0431
593	0.00295	0.00587	0.0116	0.0227	0.0332	0.0431
593.5	0.00295	0.00588	0.0116	0.0227	0.0332	0.0431
594	0.00296	0.00588	0.0116	0.0227	0.0332	0.0432
594.5	0.00296	0.00589	0.0116	0.0227	0.0333	0.0432
595	0.00296	0.00589	0.0116	0.0227	0.0333	0.0432
595.5	0.00296	0.0059	0.0117	0.0228	0.0333	0.0433
596	0.00297	0.0059	0.0117	0.0228	0.0333	0.0433
596.5	0.00297	0.00591	0.0117	0.0228	0.0334	0.0433
597	0.00297	0.00591	0.0117	0.0228	0.0334	0.0434
597.5	0.00297	0.00592	0.0117	0.0228	0.0334	0.0434
598	0.00298	0.00592	0.0117	0.0229	0.0334	0.0434
598.5	0.00298	0.00593	0.0117	0.0229	0.0335	0.0435
599	0.00298	0.00593	0.0117	0.0229	0.0335	0.0435
599.5	0.00298	0.00594	0.0117	0.0229	0.0335	0.0435
600	0.00299	0.00594	0.0117	0.0229	0.0335	0.0436
