time	Eall.5	Eall1.0	Eall2.0	Eall4.0	Eall6.0	Eall8.0
209	0.00104	0.00208	0.00414	0.0082	0.0122	0.0161
209.5	0.00105	0.00209	0.00415	0.00822	0.0122	0.0161
210	0.00105	0.00209	0.00416	0.00824	0.0122	0.0161
210.5	0.00105	0.0021	0.00417	0.00826	0.0123	0.0162
211	0.00105	0.0021	0.00418	0.00828	0.0123	0.0162
211.5	0.00106	0.00211	0.00419	0.0083	0.0123	0.0163
212	0.00106	0.00211	0.0042	0.00832	0.0123	0.0163
212.5	0.00106	0.00212	0.00421	0.00834	0.0124	0.0163
213	0.00106	0.00212	0.00422	0.00836	0.0124	0.0164
213.5	0.00107	0.00213	0.00423	0.00838	0.0124	0.0164
214	0.00107	0.00213	0.00424	0.0084	0.0125	0.0164
214.5	0.00107	0.00214	0.00425	0.00842	0.0125	0.0165
215	0.00107	0.00214	0.00426	0.00843	0.0125	0.0165
215.5	0.00108	0.00215	0.00427	0.00845	0.0125	0.0166
216	0.00108	0.00215	0.00428	0.00847	0.0126	0.0166
216.5	0.00108	0.00216	0.00429	0.00849	0.0126	0.0166
217	0.00108	0.00216	0.0043	0.00851	0.0126	0.0167
217.5	0.00109	0.00217	0.00431	0.00853	0.0127	0.0167
218	0.00109	0.00217	0.00432	0.00855	0.0127	0.0167
218.5	0.00109	0.00218	0.00433	0.00857	0.0127	0.0168
219	0.00109	0.00218	0.00434	0.00859	0.0127	0.0168
219.5	0.0011	0.00219	0.00435	0.00861	0.0128	0.0168
220	0.0011	0.00219	0.00436	0.00863	0.0128	0.0169
220.5	0.0011	0.0022	0.00437	0.00865	0.0128	0.0169
221	0.0011	0.0022	0.00438	0.00867	0.0129	0.017
221.5	0.00111	0.00221	0.00439	0.00869	0.0129	0.017
222	0.00111	0.00221	0.0044	0.00871	0.0129	0.017
222.5	0.00111	0.00222	0.00441	0.00872	0.0129	0.0171
223	0.00111	0.00222	0.00442	0.00874	0.013	0.0171
223.5	0.00112	0.00223	0.00443	0.00876	0.013	0.0171
224	0.00112	0.00223	0.00444	0.00878	0.013	0.0172
224.5	0.00112	0.00224	0.00445	0.0088	0.0131	0.0172
225	0.00112	0.00224	0.00446	0.00882	0.0131	0.0173
225.5	0.00113	0.00225	0.00447	0.00884	0.0131	0.0173
226	0.00113	0.00225	0.00448	0.00886	0.0131	0.0173
226.5	0.00113	0.00226	0.00449	0.00888	0.0132	0.0174
227	0.00113	0.00226	0.0045	0.0089	0.0132	0.0174
227.5	0.00114	0.00227	0.00451	0.00892	0.0132	0.0174
228	0.00114	0.00227	0.00452	0.00894	0.0133	0.0175
228.5	0.00114	0.00228	0.00453	0.00896	0.0133	0.0175
229	0.00114	0.00228	0.00454	0.00898	0.0133	0.0176
229.5	0.00115	0.00229	0.00455	0.00899	0.0133	0.0176
230	0.00115	0.00229	0.00456	0.00901	0.0134	0.0176
230.5	0.00115	0.0023	0.00457	0.00903	0.0134	0.0177
231	0.00115	0.0023	0.00458	0.00905	0.0134	0.0177
231.5	0.00116	0.00231	0.00459	0.00907	0.0135	0.0177
232	0.00116	0.00231	0.0046	0.00909	0.0135	0.0178
232.5	0.00116	0.00232	0.00461	0.00911	0.0135	0.0178
233	0.00116	0.00232	0.00462	0.00913	0.0135	0.0179
233.5	0.00117	0.00233	0.00463	0.00915	0.0136	0.0179
234	0.00117	0.00233	0.00464	0.00917	0.0136	0.0179
234.5	0.00117	0.00234	0.00464	0.00919	0.0136	0.018
235	0.00117	0.00234	0.00465	0.00921	0.0137	0.018
235.5	0.00118	0.00235	0.00466	0.00923	0.0137	0.018
236	0.00118	0.00235	0.00467	0.00925	0.0137	0.0181
236.5	0.00118	0.00235	0.00468	0.00926	0.0137	0.0181
237	0.00118	0.00236	0.00469	0.00928	0.0138	0.0181
237.5	0.00119	0.00236	0.0047	0.0093	0.0138	0.0182
238	0.00119	0.00237	0.00471	0.00932	0.0138	0.0182
238.5	0.00119	0.00237	0.00472	0.00934	0.0139	0.0183
239	0.00119	0.00238	0.00473	0.00936	0.0139	0.0183
239.5	0.0012	0.00238	0.00474	0.00938	0.0139	0.0183
240	0.0012	0.00239	0.00475	0.0094	0.0139	0.0184
240.5	0.0012	0.00239	0.00476	0.00942	0.014	0.0184
241	0.0012	0.0024	0.00477	0.00944	0.014	0.0184
241.5	0.00121	0.0024	0.00478	0.00946	0.014	0.0185
242	0.00121	0.00241	0.00479	0.00948	0.0141	0.0185
242.5	0.00121	0.00241	0.0048	0.0095	0.0141	0.0186
243	0.00121	0.00242	0.00481	0.00952	0.0141	0.0186
243.5	0.00122	0.00242	0.00482	0.00953	0.0141	0.0186
244	0.00122	0.00243	0.00483	0.00955	0.0142	0.0187
244.5	0.00122	0.00243	0.00484	0.00957	0.0142	0.0187
245	0.00122	0.00244	0.00485	0.00959	0.0142	0.0187
245.5	0.00123	0.00244	0.00486	0.00961	0.0143	0.0188
246	0.00123	0.00245	0.00487	0.00963	0.0143	0.0188
246.5	0.00123	0.00245	0.00488	0.00965	0.0143	0.0189
247	0.00123	0.00246	0.00489	0.00967	0.0143	0.0189
247.5	0.00124	0.00246	0.0049	0.00969	0.0144	0.0189
248	0.00124	0.00247	0.00491	0.00971	0.0144	0.019
248.5	0.00124	0.00247	0.00492	0.00973	0.0144	0.019
249	0.00124	0.00248	0.00493	0.00975	0.0144	0.019
249.5	0.00125	0.00248	0.00494	0.00977	0.0145	0.0191
250	0.00125	0.00249	0.00495	0.00978	0.0145	0.0191
250.5	0.00125	0.00249	0.00496	0.0098	0.0145	0.0191
251	0.00125	0.0025	0.00497	0.00982	0.0146	0.0192
251.5	0.00126	0.0025	0.00498	0.00984	0.0146	0.0192
252	0.00126	0.00251	0.00499	0.00986	0.0146	0.0193
252.5	0.00126	0.00251	0.005	0.00988	0.0146	0.0193
253	0.00126	0.00252	0.00501	0.0099	0.0147	0.0193
253.5	0.00127	0.00252	0.00502	0.00992	0.0147	0.0194
254	0.00127	0.00253	0.00503	0.00994	0.0147	0.0194
254.5	0.00127	0.00253	0.00504	0.00996	0.0148	0.0194
255	0.00127	0.00254	0.00505	0.00998	0.0148	0.0195
255.5	0.00128	0.00254	0.00506	0.01	0.0148	0.0195
256	0.00128	0.00255	0.00507	0.01	0.0148	0.0196
256.5	0.00128	0.00255	0.00508	0.01	0.0149	0.0196
257	0.00128	0.00256	0.00509	0.0101	0.0149	0.0196
257.5	0.00129	0.00256	0.0051	0.0101	0.0149	0.0197
258	0.00129	0.00257	0.00511	0.0101	0.015	0.0197
258.5	0.00129	0.00257	0.00512	0.0101	0.015	0.0197
259	0.00129	0.00258	0.00513	0.0101	0.015	0.0198
259.5	0.0013	0.00258	0.00514	0.0102	0.015	0.0198
260	0.0013	0.00259	0.00515	0.0102	0.0151	0.0198
260.5	0.0013	0.00259	0.00516	0.0102	0.0151	0.0199
261	0.0013	0.0026	0.00517	0.0102	0.0151	0.0199
261.5	0.00131	0.0026	0.00518	0.0102	0.0152	0.02
262	0.00131	0.00261	0.00519	0.0102	0.0152	0.02
262.5	0.00131	0.00261	0.00519	0.0103	0.0152	0.02
263	0.00131	0.00262	0.0052	0.0103	0.0152	0.0201
263.5	0.00132	0.00262	0.00521	0.0103	0.0153	0.0201
264	0.00132	0.00263	0.00522	0.0103	0.0153	0.0201
264.5	0.00132	0.00263	0.00523	0.0103	0.0153	0.0202
265	0.00132	0.00264	0.00524	0.0104	0.0154	0.0202
265.5	0.00133	0.00264	0.00525	0.0104	0.0154	0.0203
266	0.00133	0.00265	0.00526	0.0104	0.0154	0.0203
266.5	0.00133	0.00265	0.00527	0.0104	0.0154	0.0203
267	0.00133	0.00266	0.00528	0.0104	0.0155	0.0204
267.5	0.00134	0.00266	0.00529	0.0105	0.0155	0.0204
268	0.00134	0.00267	0.0053	0.0105	0.0155	0.0204
268.5	0.00134	0.00267	0.00531	0.0105	0.0155	0.0205
269	0.00134	0.00268	0.00532	0.0105	0.0156	0.0205
269.5	0.00135	0.00268	0.00533	0.0105	0.0156	0.0205
270	0.00135	0.00269	0.00534	0.0106	0.0156	0.0206
270.5	0.00135	0.00269	0.00535	0.0106	0.0157	0.0206
271	0.00135	0.0027	0.00536	0.0106	0.0157	0.0207
271.5	0.00136	0.0027	0.00537	0.0106	0.0157	0.0207
272	0.00136	0.00271	0.00538	0.0106	0.0157	0.0207
272.5	0.00136	0.00271	0.00539	0.0107	0.0158	0.0208
273	0.00136	0.00272	0.0054	0.0107	0.0158	0.0208
273.5	0.00137	0.00272	0.00541	0.0107	0.0158	0.0208
274	0.00137	0.00273	0.00542	0.0107	0.0159	0.0209
274.5	0.00137	0.00273	0.00543	0.0107	0.0159	0.0209
275	0.00137	0.00274	0.00544	0.0107	0.0159	0.0209
275.5	0.00138	0.00274	0.00545	0.0108	0.0159	0.021
276	0.00138	0.00275	0.00546	0.0108	0.016	0.021
276.5	0.00138	0.00275	0.00547	0.0108	0.016	0.0211
277	0.00138	0.00276	0.00548	0.0108	0.016	0.0211
277.5	0.00138	0.00276	0.00549	0.0108	0.0161	0.0211
278	0.00139	0.00277	0.0055	0.0109	0.0161	0.0212
278.5	0.00139	0.00277	0.00551	0.0109	0.0161	0.0212
279	0.00139	0.00278	0.00552	0.0109	0.0161	0.0212
279.5	0.00139	0.00278	0.00553	0.0109	0.0162	0.0213
280	0.0014	0.00279	0.00554	0.0109	0.0162	0.0213
280.5	0.0014	0.00279	0.00555	0.011	0.0162	0.0213
281	0.0014	0.0028	0.00556	0.011	0.0163	0.0214
281.5	0.0014	0.0028	0.00557	0.011	0.0163	0.0214
282	0.00141	0.00281	0.00558	0.011	0.0163	0.0215
282.5	0.00141	0.00281	0.00559	0.011	0.0163	0.0215
283	0.00141	0.00282	0.0056	0.0111	0.0164	0.0215
283.5	0.00141	0.00282	0.00561	0.0111	0.0164	0.0216
284	0.00142	0.00283	0.00562	0.0111	0.0164	0.0216
284.5	0.00142	0.00283	0.00563	0.0111	0.0164	0.0216
285	0.00142	0.00284	0.00564	0.0111	0.0165	0.0217
285.5	0.00142	0.00284	0.00565	0.0111	0.0165	0.0217
286	0.00143	0.00285	0.00566	0.0112	0.0165	0.0218
286.5	0.00143	0.00285	0.00567	0.0112	0.0166	0.0218
287	0.00143	0.00286	0.00568	0.0112	0.0166	0.0218
287.5	0.00143	0.00286	0.00569	0.0112	0.0166	0.0219
288	0.00144	0.00287	0.00569	0.0112	0.0166	0.0219
288.5	0.00144	0.00287	0.0057	0.0113	0.0167	0.0219
289	0.00144	0.00288	0.00571	0.0113	0.0167	0.022
289.5	0.00144	0.00288	0.00572	0.0113	0.0167	0.022
290	0.00145	0.00289	0.00573	0.0113	0.0168	0.022
290.5	0.00145	0.00289	0.00574	0.0113	0.0168	0.0221
291	0.00145	0.0029	0.00575	0.0114	0.0168	0.0221
291.5	0.00145	0.0029	0.00576	0.0114	0.0168	0.0222
292	0.00146	0.00291	0.00577	0.0114	0.0169	0.0222
292.5	0.00146	0.00291	0.00578	0.0114	0.0169	0.0222
293	0.00146	0.00291	0.00579	0.0114	0.0169	0.0223
293.5	0.00146	0.00292	0.0058	0.0115	0.017	0.0223
294	0.00147	0.00292	0.00581	0.0115	0.017	0.0223
294.5	0.00147	0.00293	0.00582	0.0115	0.017	0.0224
295	0.00147	0.00293	0.00583	0.0115	0.017	0.0224
295.5	0.00147	0.00294	0.00584	0.0115	0.0171	0.0224
296	0.00148	0.00294	0.00585	0.0116	0.0171	0.0225
296.5	0.00148	0.00295	0.00586	0.0116	0.0171	0.0225
297	0.00148	0.00295	0.00587	0.0116	0.0172	0.0226
297.5	0.00148	0.00296	0.00588	0.0116	0.0172	0.0226
298	0.00149	0.00296	0.00589	0.0116	0.0172	0.0226
298.5	0.00149	0.00297	0.0059	0.0116	0.0172	0.0227
299	0.00149	0.00297	0.00591	0.0117	0.0173	0.0227
299.5	0.00149	0.00298	0.00592	0.0117	0.0173	0.0227
300	0.0015	0.00298	0.00593	0.0117	0.0173	0.0228
300.5	0.0015	0.00299	0.00594	0.0117	0.0173	0.0228
301	0.0015	0.00299	0.00595	0.0117	0.0174	0.0228
301.5	0.0015	0.003	0.00596	0.0118	0.0174	0.0229
302	0.00151	0.003	0.00597	0.0118	0.0174	0.0229
302.5	0.00151	0.00301	0.00598	0.0118	0.0175	0.023
303	0.00151	0.00301	0.00599	0.0118	0.0175	0.023
303.5	0.00151	0.00302	0.006	0.0118	0.0175	0.023
304	0.00152	0.00302	0.00601	0.0119	0.0175	0.0231
304.5	0.00152	0.00303	0.00602	0.0119	0.0176	0.0231
305	0.00152	0.00303	0.00603	0.0119	0.0176	0.0231
305.5	0.00152	0.00304	0.00604	0.0119	0.0176	0.0232
306	0.00153	0.00304	0.00605	0.0119	0.0177	0.0232
306.5	0.00153	0.00305	0.00606	0.012	0.0177	0.0232
307	0.00153	0.00305	0.00607	0.012	0.0177	0.0233
307.5	0.00153	0.00306	0.00608	0.012	0.0177	0.0233
308	0.00154	0.00306	0.00609	0.012	0.0178	0.0234
308.5	0.00154	0.00307	0.0061	0.012	0.0178	0.0234
309	0.00154	0.00307	0.00611	0.012	0.0178	0.0234
309.5	0.00154	0.00308	0.00612	0.0121	0.0178	0.0235
310	0.00155	0.00308	0.00613	0.0121	0.0179	0.0235
310.5	0.00155	0.00309	0.00614	0.0121	0.0179	0.0235
311	0.00155	0.00309	0.00615	0.0121	0.0179	0.0236
311.5	0.00155	0.0031	0.00615	0.0121	0.018	0.0236
312	0.00156	0.0031	0.00616	0.0122	0.018	0.0236
312.5	0.00156	0.00311	0.00617	0.0122	0.018	0.0237
313	0.00156	0.00311	0.00618	0.0122	0.018	0.0237
313.5	0.00156	0.00312	0.00619	0.0122	0.0181	0.0238
314	0.00157	0.00312	0.0062	0.0122	0.0181	0.0238
314.5	0.00157	0.00313	0.00621	0.0123	0.0181	0.0238
315	0.00157	0.00313	0.00622	0.0123	0.0182	0.0239
315.5	0.00157	0.00314	0.00623	0.0123	0.0182	0.0239
316	0.00158	0.00314	0.00624	0.0123	0.0182	0.0239
316.5	0.00158	0.00315	0.00625	0.0123	0.0182	0.024
317	0.00158	0.00315	0.00626	0.0124	0.0183	0.024
317.5	0.00158	0.00316	0.00627	0.0124	0.0183	0.024
318	0.00159	0.00316	0.00628	0.0124	0.0183	0.0241
318.5	0.00159	0.00317	0.00629	0.0124	0.0184	0.0241
319	0.00159	0.00317	0.0063	0.0124	0.0184	0.0241
319.5	0.00159	0.00318	0.00631	0.0124	0.0184	0.0242
320	0.0016	0.00318	0.00632	0.0125	0.0184	0.0242
320.5	0.0016	0.00319	0.00633	0.0125	0.0185	0.0243
321	0.0016	0.00319	0.00634	0.0125	0.0185	0.0243
321.5	0.0016	0.0032	0.00635	0.0125	0.0185	0.0243
322	0.00161	0.0032	0.00636	0.0125	0.0185	0.0244
322.5	0.00161	0.00321	0.00637	0.0126	0.0186	0.0244
323	0.00161	0.00321	0.00638	0.0126	0.0186	0.0244
323.5	0.00161	0.00322	0.00639	0.0126	0.0186	0.0245
324	0.00162	0.00322	0.0064	0.0126	0.0187	0.0245
324.5	0.00162	0.00323	0.00641	0.0126	0.0187	0.0245
325	0.00162	0.00323	0.00642	0.0127	0.0187	0.0246
325.5	0.00162	0.00324	0.00643	0.0127	0.0187	0.0246
326	0.00163	0.00324	0.00644	0.0127	0.0188	0.0247
326.5	0.00163	0.00325	0.00645	0.0127	0.0188	0.0247
327	0.00163	0.00325	0.00646	0.0127	0.0188	0.0247
327.5	0.00163	0.00326	0.00647	0.0128	0.0189	0.0248
328	0.00164	0.00326	0.00648	0.0128	0.0189	0.0248
328.5	0.00164	0.00327	0.00649	0.0128	0.0189	0.0248
329	0.00164	0.00327	0.0065	0.0128	0.0189	0.0249
329.5	0.00164	0.00328	0.00651	0.0128	0.019	0.0249
330	0.00165	0.00328	0.00652	0.0128	0.019	0.0249
330.5	0.00165	0.00329	0.00653	0.0129	0.019	0.025
331	0.00165	0.00329	0.00654	0.0129	0.019	0.025
331.5	0.00165	0.0033	0.00655	0.0129	0.0191	0.0251
332	0.00166	0.0033	0.00656	0.0129	0.0191	0.0251
332.5	0.00166	0.00331	0.00657	0.0129	0.0191	0.0251
333	0.00166	0.00331	0.00658	0.013	0.0192	0.0252
333.5	0.00166	0.00332	0.00658	0.013	0.0192	0.0252
334	0.00167	0.00332	0.00659	0.013	0.0192	0.0252
334.5	0.00167	0.00333	0.0066	0.013	0.0192	0.0253
335	0.00167	0.00333	0.00661	0.013	0.0193	0.0253
335.5	0.00167	0.00334	0.00662	0.0131	0.0193	0.0253
336	0.00168	0.00334	0.00663	0.0131	0.0193	0.0254
336.5	0.00168	0.00335	0.00664	0.0131	0.0194	0.0254
337	0.00168	0.00335	0.00665	0.0131	0.0194	0.0254
337.5	0.00168	0.00336	0.00666	0.0131	0.0194	0.0255
338	0.00169	0.00336	0.00667	0.0132	0.0194	0.0255
338.5	0.00169	0.00337	0.00668	0.0132	0.0195	0.0256
339	0.00169	0.00337	0.00669	0.0132	0.0195	0.0256
339.5	0.00169	0.00338	0.0067	0.0132	0.0195	0.0256
340	0.0017	0.00338	0.00671	0.0132	0.0195	0.0257
340.5	0.0017	0.00339	0.00672	0.0132	0.0196	0.0257
341	0.0017	0.00339	0.00673	0.0133	0.0196	0.0257
341.5	0.0017	0.00339	0.00674	0.0133	0.0196	0.0258
342	0.00171	0.0034	0.00675	0.0133	0.0197	0.0258
342.5	0.00171	0.0034	0.00676	0.0133	0.0197	0.0258
343	0.00171	0.00341	0.00677	0.0133	0.0197	0.0259
343.5	0.00171	0.00341	0.00678	0.0134	0.0197	0.0259
344	0.00172	0.00342	0.00679	0.0134	0.0198	0.0259
344.5	0.00172	0.00342	0.0068	0.0134	0.0198	0.026
345	0.00172	0.00343	0.00681	0.0134	0.0198	0.026
345.5	0.00172	0.00343	0.00682	0.0134	0.0199	0.0261
346	0.00173	0.00344	0.00683	0.0135	0.0199	0.0261
346.5	0.00173	0.00344	0.00684	0.0135	0.0199	0.0261
347	0.00173	0.00345	0.00685	0.0135	0.0199	0.0262
347.5	0.00173	0.00345	0.00686	0.0135	0.02	0.0262
348	0.00174	0.00346	0.00687	0.0135	0.02	0.0262
348.5	0.00174	0.00346	0.00688	0.0136	0.02	0.0263
349	0.00174	0.00347	0.00689	0.0136	0.02	0.0263
349.5	0.00174	0.00347	0.0069	0.0136	0.0201	0.0263
350	0.00175	0.00348	0.00691	0.0136	0.0201	0.0264
350.5	0.00175	0.00348	0.00692	0.0136	0.0201	0.0264
351	0.00175	0.00349	0.00693	0.0136	0.0202	0.0265
351.5	0.00175	0.00349	0.00694	0.0137	0.0202	0.0265
352	0.00176	0.0035	0.00695	0.0137	0.0202	0.0265
352.5	0.00176	0.0035	0.00696	0.0137	0.0202	0.0266
353	0.00176	0.00351	0.00697	0.0137	0.0203	0.0266
353.5	0.00176	0.00351	0.00698	0.0137	0.0203	0.0266
354	0.00177	0.00352	0.00698	0.0138	0.0203	0.0267
354.5	0.00177	0.00352	0.00699	0.0138	0.0203	0.0267
355	0.00177	0.00353	0.007	0.0138	0.0204	0.0267
355.5	0.00177	0.00353	0.00701	0.0138	0.0204	0.0268
356	0.00178	0.00354	0.00702	0.0138	0.0204	0.0268
356.5	0.00178	0.00354	0.00703	0.0139	0.0205	0.0268
357	0.00178	0.00355	0.00704	0.0139	0.0205	0.0269
357.5	0.00178	0.00355	0.00705	0.0139	0.0205	0.0269
358	0.00179	0.00356	0.00706	0.0139	0.0205	0.027
358.5	0.00179	0.00356	0.00707	0.0139	0.0206	0.027
359	0.00179	0.00357	0.00708	0.014	0.0206	0.027
359.5	0.00179	0.00357	0.00709	0.014	0.0206	0.0271
360	0.0018	0.00358	0.0071	0.014	0.0207	0.0271
360.5	0.0018	0.00358	0.00711	0.014	0.0207	0.0271
361	0.0018	0.00359	0.00712	0.014	0.0207	0.0272
361.5	0.0018	0.00359	0.00713	0.014	0.0207	0.0272
362	0.00181	0.0036	0.00714	0.0141	0.0208	0.0272
362.5	0.00181	0.0036	0.00715	0.0141	0.0208	0.0273
363	0.00181	0.00361	0.00716	0.0141	0.0208	0.0273
363.5	0.00181	0.00361	0.00717	0.0141	0.0208	0.0273
364	0.00182	0.00362	0.00718	0.0141	0.0209	0.0274
364.5	0.00182	0.00362	0.00719	0.0142	0.0209	0.0274
365	0.00182	0.00363	0.0072	0.0142	0.0209	0.0275
365.5	0.00182	0.00363	0.00721	0.0142	0.021	0.0275
366	0.00183	0.00364	0.00722	0.0142	0.021	0.0275
366.5	0.00183	0.00364	0.00723	0.0142	0.021	0.0276
367	0.00183	0.00365	0.00724	0.0143	0.021	0.0276
367.5	0.00183	0.00365	0.00725	0.0143	0.0211	0.0276
368	0.00184	0.00366	0.00726	0.0143	0.0211	0.0277
368.5	0.00184	0.00366	0.00727	0.0143	0.0211	0.0277
369	0.00184	0.00367	0.00728	0.0143	0.0211	0.0277
369.5	0.00184	0.00367	0.00729	0.0143	0.0212	0.0278
370	0.00185	0.00368	0.0073	0.0144	0.0212	0.0278
370.5	0.00185	0.00368	0.00731	0.0144	0.0212	0.0278
371	0.00185	0.00369	0.00732	0.0144	0.0213	0.0279
371.5	0.00185	0.00369	0.00733	0.0144	0.0213	0.0279
372	0.00186	0.0037	0.00734	0.0144	0.0213	0.0279
372.5	0.00186	0.0037	0.00735	0.0145	0.0213	0.028
373	0.00186	0.00371	0.00736	0.0145	0.0214	0.028
373.5	0.00186	0.00371	0.00737	0.0145	0.0214	0.0281
374	0.00187	0.00372	0.00737	0.0145	0.0214	0.0281
374.5	0.00187	0.00372	0.00738	0.0145	0.0215	0.0281
375	0.00187	0.00373	0.00739	0.0146	0.0215	0.0282
375.5	0.00187	0.00373	0.0074	0.0146	0.0215	0.0282
376	0.00188	0.00374	0.00741	0.0146	0.0215	0.0282
376.5	0.00188	0.00374	0.00742	0.0146	0.0216	0.0283
377	0.00188	0.00375	0.00743	0.0146	0.0216	0.0283
377.5	0.00188	0.00375	0.00744	0.0147	0.0216	0.0283
378	0.00189	0.00376	0.00745	0.0147	0.0216	0.0284
378.5	0.00189	0.00376	0.00746	0.0147	0.0217	0.0284
379	0.00189	0.00377	0.00747	0.0147	0.0217	0.0284
379.5	0.00189	0.00377	0.00748	0.0147	0.0217	0.0285
380	0.0019	0.00378	0.00749	0.0147	0.0218	0.0285
380.5	0.0019	0.00378	0.0075	0.0148	0.0218	0.0286
381	0.0019	0.00379	0.00751	0.0148	0.0218	0.0286
381.5	0.0019	0.00379	0.00752	0.0148	0.0218	0.0286
382	0.0019	0.0038	0.00753	0.0148	0.0219	0.0287
382.5	0.00191	0.0038	0.00754	0.0148	0.0219	0.0287
383	0.00191	0.0038	0.00755	0.0149	0.0219	0.0287
383.5	0.00191	0.00381	0.00756	0.0149	0.0219	0.0288
384	0.00191	0.00381	0.00757	0.0149	0.022	0.0288
384.5	0.00192	0.00382	0.00758	0.0149	0.022	0.0288
385	0.00192	0.00382	0.00759	0.0149	0.022	0.0289
385.5	0.00192	0.00383	0.0076	0.015	0.0221	0.0289
386	0.00192	0.00383	0.00761	0.015	0.0221	0.0289
386.5	0.00193	0.00384	0.00762	0.015	0.0221	0.029
387	0.00193	0.00384	0.00763	0.015	0.0221	0.029
387.5	0.00193	0.00385	0.00764	0.015	0.0222	0.029
388	0.00193	0.00385	0.00765	0.015	0.0222	0.0291
388.5	0.00194	0.00386	0.00766	0.0151	0.0222	0.0291
389	0.00194	0.00386	0.00767	0.0151	0.0222	0.0292
389.5	0.00194	0.00387	0.00768	0.0151	0.0223	0.0292
390	0.00194	0.00387	0.00769	0.0151	0.0223	0.0292
390.5	0.00195	0.00388	0.0077	0.0151	0.0223	0.0293
391	0.00195	0.00388	0.00771	0.0152	0.0224	0.0293
391.5	0.00195	0.00389	0.00772	0.0152	0.0224	0.0293
392	0.00195	0.00389	0.00773	0.0152	0.0224	0.0294
392.5	0.00196	0.0039	0.00773	0.0152	0.0224	0.0294
393	0.00196	0.0039	0.00774	0.0152	0.0225	0.0294
393.5	0.00196	0.00391	0.00775	0.0153	0.0225	0.0295
394	0.00196	0.00391	0.00776	0.0153	0.0225	0.0295
394.5	0.00197	0.00392	0.00777	0.0153	0.0226	0.0295
395	0.00197	0.00392	0.00778	0.0153	0.0226	0.0296
395.5	0.00197	0.00393	0.00779	0.0153	0.0226	0.0296
396	0.00197	0.00393	0.0078	0.0153	0.0226	0.0296
396.5	0.00198	0.00394	0.00781	0.0154	0.0227	0.0297
397	0.00198	0.00394	0.00782	0.0154	0.0227	0.0297
397.5	0.00198	0.00395	0.00783	0.0154	0.0227	0.0298
398	0.00198	0.00395	0.00784	0.0154	0.0227	0.0298
398.5	0.00199	0.00396	0.00785	0.0154	0.0228	0.0298
399	0.00199	0.00396	0.00786	0.0155	0.0228	0.0299
399.5	0.00199	0.00397	0.00787	0.0155	0.0228	0.0299
400	0.00199	0.00397	0.00788	0.0155	0.0229	0.0299
400.5	0.002	0.00398	0.00789	0.0155	0.0229	0.03
401	0.002	0.00398	0.0079	0.0155	0.0229	0.03
401.5	0.002	0.00399	0.00791	0.0156	0.0229	0.03
402	0.002	0.00399	0.00792	0.0156	0.023	0.0301
402.5	0.00201	0.004	0.00793	0.0156	0.023	0.0301
403	0.00201	0.004	0.00794	0.0156	0.023	0.0301
403.5	0.00201	0.00401	0.00795	0.0156	0.023	0.0302
404	0.00201	0.00401	0.00796	0.0157	0.0231	0.0302
404.5	0.00202	0.00402	0.00797	0.0157	0.0231	0.0302
405	0.00202	0.00402	0.00798	0.0157	0.0231	0.0303
405.5	0.00202	0.00403	0.00799	0.0157	0.0232	0.0303
406	0.00202	0.00403	0.008	0.0157	0.0232	0.0304
406.5	0.00203	0.00404	0.00801	0.0157	0.0232	0.0304
407	0.00203	0.00404	0.00802	0.0158	0.0232	0.0304
407.5	0.00203	0.00405	0.00803	0.0158	0.0233	0.0305
408	0.00203	0.00405	0.00804	0.0158	0.0233	0.0305
408.5	0.00204	0.00406	0.00805	0.0158	0.0233	0.0305
409	0.00204	0.00406	0.00806	0.0158	0.0233	0.0306
409.5	0.00204	0.00407	0.00807	0.0159	0.0234	0.0306
410	0.00204	0.00407	0.00808	0.0159	0.0234	0.0306
410.5	0.00205	0.00408	0.00808	0.0159	0.0234	0.0307
411	0.00205	0.00408	0.00809	0.0159	0.0235	0.0307
411.5	0.00205	0.00409	0.0081	0.0159	0.0235	0.0307
412	0.00205	0.00409	0.00811	0.016	0.0235	0.0308
412.5	0.00206	0.0041	0.00812	0.016	0.0235	0.0308
413	0.00206	0.0041	0.00813	0.016	0.0236	0.0308
413.5	0.00206	0.00411	0.00814	0.016	0.0236	0.0309
414	0.00206	0.00411	0.00815	0.016	0.0236	0.0309
414.5	0.00207	0.00412	0.00816	0.016	0.0236	0.031
415	0.00207	0.00412	0.00817	0.0161	0.0237	0.031
415.5	0.00207	0.00413	0.00818	0.0161	0.0237	0.031
416	0.00207	0.00413	0.00819	0.0161	0.0237	0.0311
416.5	0.00208	0.00414	0.0082	0.0161	0.0238	0.0311
417	0.00208	0.00414	0.00821	0.0161	0.0238	0.0311
417.5	0.00208	0.00415	0.00822	0.0162	0.0238	0.0312
418	0.00208	0.00415	0.00823	0.0162	0.0238	0.0312
418.5	0.00209	0.00416	0.00824	0.0162	0.0239	0.0312
419	0.00209	0.00416	0.00825	0.0162	0.0239	0.0313
419.5	0.00209	0.00417	0.00826	0.0162	0.0239	0.0313
420	0.00209	0.00417	0.00827	0.0163	0.0239	0.0313
420.5	0.0021	0.00418	0.00828	0.0163	0.024	0.0314
421	0.0021	0.00418	0.00829	0.0163	0.024	0.0314
421.5	0.0021	0.00418	0.0083	0.0163	0.024	0.0314
422	0.0021	0.00419	0.00831	0.0163	0.0241	0.0315
